,qid1,qid2,question1,question2,is_duplicate
4941,44338,47031,Why do the British opposition parties not want a new election?,Can an MP who didn't vote for the 2nd reading of a bill propose amendments to it?,0
4942,27611,34038,Presidential Election via STV?,"What power, if any, does the SCOTUS Chief Justice have to hamper or reject an appointment they dislike?",0
4943,24028,9184,"Could the second amendment be, well, amended?",What policy arguments do people make in favor of legalizing marijuana?,0
4944,2125,7,What was the lowest known voter participation rate?,"What is meant by the ""left"" and the ""right""?",0
4945,13114,465,Is there a way to block an elected President from entering office?,What arguments can be given in favour of financial barriers for participation in elections or electoral debates?,0
4946,1013,43563,"What does European Union ""freedom of movement"" mean, and how much can individual countries restrict intra-EU immigration?",Is there any ground for the concerns of Hong Kong protesters?,0
4947,30096,595,Is voting a form of rent seeking?,Must all democratic countries have a constitution?,0
4948,13953,14672,"Do any jurisdictions take steps to protect people's votes from being ""outed"" by the polls?","What reason would the Obama Administration have for releasing $221M to Palestine, right before leaving office?",0
4949,2842,32582,What is the United States' interest in Ukraine?,What were Trump's specific accusations justifying imposing tariffs against China?,0
4950,14957,415,"Why are ""third parties"" viable in many democracies but not the USA?",How to find out whether you're on the left or right?,0
4951,18549,46001,Why are binding referendums proposed directly by citizens so rare?,"What does it mean that the transcript of the Trump-Zelinsky phone call is ""not a verbatim transcript""?",0
4952,26696,9028,What is a Republic?,What's the Russian interest in the Syrian civil war?,0
4953,36024,4945,Why do Europeans pay for European products with US Dollar?,What personal identification documents does the British Queen have?,0
4954,16924,46210,What are the advantages and disadvantages of having minimum wage automatically adjusted for inflation?,What personal decision-making powers does the British monarch retain in practice?,0
4955,37177,41578,Why does the Hungarian government want to allow delaying payment for overtime for such a long time (up to three years)?,How does the EU Emissions Trading Scheme account for increased emissions outside the EU?,0
4956,10701,42691,"Does anyone want Ukraine to be called ""the Ukraine""?",Do any countries or states require citizens to pass a knowledge-based test before voting?,0
4957,15622,27883,Differences and Similarities Between a Democracy and a Republic,Does the US government fund the media?,0
4958,10073,42320,Voting for Candidates in the Primaries,Can the President of the United States actively invest in the stock market?,0
4959,173,28288,Is there a correlation between political system and economic growth?,"Can ""Anti-establishment"" be considered a coherent political movement?",0
4960,12840,39374,What if campaign money was used to fund government programs?,Why consider permanent DST instead of Standard Time?,0
4961,16071,25578,Has a POTUS ever been called for jury duty?,Can catalans lose EU/Spanish citizenship if Catalonia is independence?,0
4962,10124,34902,Are government ministers elected anywhere?,The success of the European Union policy response to migration waves from the Middle East and Africa,0
4963,39963,42842,"Why is the US ranked as #45 in Press Freedom ratings, despite its extremely permissive free speech laws?",Can an inauguration be delayed for any GOOD reason?,0
4964,3292,8698,Is there bias against Israel at the UN and mainstream media?,How many new settlements did Israel build in the last decade in the West Bank?,0
4965,12156,44438,How is Hillary Clinton taking meetings based on C.Foundation donations substantially different than campaign contributions?,Can the UK veto its own extension request?,0
4966,2941,34013,Is modern wealth disparity a mitigated form of noble priviledge?,"What do Democrats have to gain, politically, by preventing Brett Kavanaugh's appointment to the Supreme Court?",0
4967,406,44214,Are there libertarian views on proper procedure to obtain property that was previously unowned?,Is there any timeframe restriction for scheduling an early election under the Fixed-term Parliaments Act?,0
4968,10869,40057,Should the right to vote and/or be voted for be restricted to the educated in the information era?,Is there a law that makes a higher than 50 result on referendum binding?,0
4969,25759,38922,Is there a ranking of states based on how unitary/federalized they are?,What did Bernie Sanders do with all the cash from his 2016 campaign?,0
4970,27004,8598,"Why are the EU and Media so against Poland's court reforms, when other countries have similar systems",Why are some politicians saying the Iran Nuclear deal is bad?,0
4971,15875,45953,Trump on Trans/Bathroom Issue: Libertarian or Conservative?,Does the DOJ's declining to investigate the Trump-Zelensky call ruin the basis for impeachment?,0
4972,39001,8505,Is immigrating to capitalist west countries inconsistent with leftist ideas?,How much is Russia actually a federation?,0
4973,2267,37684,Could the Australian Government be denied funding in the same way that happened in the USA?,What happens if the House passes an identical CR to the one the Senate recently passed?,0
4974,19177,33240,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",Have arms manufacturers and dealers ever been accused of or convicted of a war crime in the U.S. or by and at an international tribunal?,0
4975,2424,38046,Why don't unions negotiate members-only contracts in right-to-work states?,What is capitalism's answer to constant economic growth hitting the limit of the planet's finite resources?,0
4976,35291,41757,Why would the Attorney General not just wait to be fired?,"Did the Brexit Party ""dominate"" EU elections in the UK?",0
4977,370,9812,How are conflicts between constitutional and treaty obligations resolved?,Can providing a basic income to a subset of poor citizens benefit the government politically?,0
4978,13402,6475,"What specifically did Hillary Clinton say or do, to seem untrustworthy to Americans?",Is the UK a republic?,0
4979,41596,47606,Why did British Steel have to borrow 120 million pounds (from the government) to cover its ETS obligations?,Will Brexit effect a linguistic change across EU?,0
4980,25548,26636,"What is the nature of ""Brexit negotiations""?","Are there any laws that prohibit legislators from voting upon unread bills, or is it a dereliction of duty?",0
4981,144,18068,What would be required for states to split off and become their own nation?,What body in the US Government regulates the powers of a sitting president?,0
4982,41744,9947,Why does the UK have more political parties than the US?,Supreme Court Justice Importance of Party Affiliation,0
4983,28610,34434,"Why is the restriction on the freedom of voters in the U.S. to choose the same President more than twice considered ""democratic""?",Why can't Northern Ireland just have a stay/leave referendum?,0
4984,1237,2289,What governmental power does the Monarch hold in Great Britain in practice?,Equivalent to government shutdown in parliamentary systems,0
4985,23617,48070,What is the cost of standing for election in the USA?,Why is Hunter Biden’s position in Burisma not considered a problem?,0
4986,26669,7920,Does the Electoral College system really favor low population areas?,"In a monarchy, what detemines the title owned by a monarch",0
4987,14621,39122,Will English be dropped as an official/working language of the EU after Brexit?,"Has Nigel Farage ever responded to his ""Unfinished Business"" quote?",0
4988,38969,44036,Is the UK legally prevented from having another referendum on Brexit?,Can the Queen refuse to suspend the Parliament?,0
4989,12932,8761,Why are they called faithless electors?,Why isn't there Israel nuclear talk?,0
4990,40512,951,"If climate change impact can be observed in nature, has that had any effect on rural, i.e. farming community, perception of the scientific consensus?","In the US, are there any groups proposing unsubsidised infrastructure?",0
4991,12854,724,Can the US election be postponed if the FBI reopens the investigation?,Would Third Party Candidates in the United States fare better under a proportional representation split of electoral votes?,0
4992,19655,8264,Can faulty election results unseat a sitting US President?,Which are the advantages of monarchy?,0
4993,19090,46061,Can an impeached President run for a second term?,Did the supreme court overrule the monarch?,0
4994,30444,31051,Why does Indonesian identity card religion include only 6 religions?,What was the lowest recorded turnout in a major democratic election?,0
4995,24212,29879,What are the main arguments made for White Nationalism?,Is anything preventing non-US citizens from illegally registering to vote in non-Voter-ID states?,0
4996,37211,46210,How long can a vote of no confidence against the prime minister be delayed or avoided?,What personal decision-making powers does the British monarch retain in practice?,0
4997,2539,39543,What is Israel's long-term plan in the West Bank?,Why US is opposing International Criminal Court?,0
4998,14576,34637,"What is the precise meaning of ""controlling"" a territory?",Why do the US and Russia not seem to support INF anymore?,0
4999,13506,46221,"In first-past-the-post/winner-takes-all elections, is turnout higher in marginal seats / swing states?",What happens if an official leaves office before the end of his/her impeachment process?,0
5000,1237,586,What governmental power does the Monarch hold in Great Britain in practice?,Do/did non-dictatorial Communist societies exist?,0
5001,1660,2077,What share of federal taxes do the rich pay?,What are the origins of non-aggression politics within liberalism?,0
5002,24304,31749,Why does the US not just accept North Korea's nuclear ambitions and attempt to mend relationships?,Is the Heathrow expansion decision conditional upon private parties finding financing?,0
5003,12802,41923,What is gerrymandering?,Why did the Knesset vote to dissolve itself after Netanyahu failed to form a majority coalition?,0
5004,14663,25999,Could Congress place Congressional holds on any funding?,Is there a name for a voting system that is based on issues rather than people?,0
5005,14218,38195,Could a US President abuse their pardon powers to unilaterally make laws?,What is the next portion of the US government that will be shutdown?,0
5006,12667,13832,What is the minimum number of justices for the SCOTUS?,Does the Monarch of the United Kingdom have any Hard power Left to exercise?,0
5007,12077,33241,Can the POTUS be impeached for gross incompetence?,Does this European Citizen's Initiative have any chance of success?,0
5008,25073,46210,How did the electoral system work in late Ottoman empire and early Turkey?,What personal decision-making powers does the British monarch retain in practice?,0
5009,39403,7920,Are there any countries with specific legislation or policy on the rights of strong AI?,"In a monarchy, what detemines the title owned by a monarch",0
5010,43138,46210,Does Iran recognize any of the water in the Strait of Hormuz as being International Water?,What personal decision-making powers does the British monarch retain in practice?,0
5011,10055,43918,Is the Republican Party forced to support whoever wins the presidential primary?,What's the difference between AOC's Green New Deal and Sanders' Green New Deal?,0
5012,319,9028,Was Hitler's regime a right-wing regime?,What's the Russian interest in the Syrian civil war?,0
5013,30794,33257,Is there a generalized theory on why nation states become democracies or autocracies?,"If conservatism believes in individualism, then why do conservatives often support regulation of personal decisions?",0
5014,25993,29832,How can the influence of wealthy individuals on democratic processes be reduced?,Whose permission is required to operate commercial operations in international waters?,0
5015,18208,241,Power of Monarchs,Why are Sheriffs elected in United States?,0
5016,14672,28581,"What reason would the Obama Administration have for releasing $221M to Palestine, right before leaving office?",How does the expelling of diplomats work to create pressure on the diplomats' home country?,0
5017,46475,9736,Why it is a big deal whether or not Adam Schiff talked to the whistleblower?,Can a state be forced to leave the European Union?,0
5018,14582,30745,What arguments are there against ranked-choice voting?,Can members of the US Congress lie during debate without penalty?,0
5019,16774,39716,"Are there plans to deal with ""insurrection"" of British monarchy?",Can a US president censor a special counsel report,0
5020,19870,32782,Can Catalonia enter the EU after its independence from Spain?,Russian sanctions under Trump,0
5021,13910,44350,Why might the Russians want Trump to win?,If Boris Johnson announces his resignation on 19 October 2019 what happens?,0
5022,43310,7846,"What would the United Kingdom's ""optimal"" Brexit deal look like?",Could the US President and Vice President pull off a swap?,0
5023,32493,32752,"Is there a stated goal in the US ""Trade War""?",Has Saudi Arabia expelled ambassadors before over human rights comments (from their government)?,0
5024,11805,883,Three Term US Presidential Loophole,Why is proportional representation not considered in any of the US states?,0
5025,16297,32017,What would Bernie Sanders look like in other political systems?,Are counter-tariffs to the Trump tariffs going through the WTO?,0
5026,10266,35565,Can presidential pardons be made and then classified as secret to avoid making the pardon public?,What are the reasons for the rise in Euroscepticism over the last few years?,0
5027,11410,1237,What are the political obstacles for gun control legislation in the United States?,What governmental power does the Monarch hold in Great Britain in practice?,0
5028,299,3402,Are there countries considered socialist that do NOT have parliaments and elections?,Is the US Attorney General expected to defend policies his party opposes in the Supreme Court?,0
5029,1084,30788,"In the US, why do libertarians tend to side with the GOP rather than the DNC?",International acceptance of separatist movements,0
5030,30444,929,Why does Indonesian identity card religion include only 6 religions?,Why has the United States not signed and ratified the International Criminal Court?,0
5031,40405,41557,What do hard-Brexiteers want with respect to the Irish border?,What can the U.S. do politically if China decided to stop exporting rare earth metals to the U.S.?,0
5032,25615,30278,"What does ""rules-based order"" mean?",Is there a difference between how Cambridge Analytica and the Obama Campaign got Facebook users' data?,0
5033,16333,42276,Turkish FM denied speaking to supporters in Europe,Why is the USA against Turkey buying S-400 systems from Russia?,0
5034,19272,44429,Is Libertarianism for or against antitrust laws?,Why can't (doesn't?) Boris Johnson resign?,0
5035,13242,41757,Why would Mexico be inclined to help pay for Trump's wall?,"Did the Brexit Party ""dominate"" EU elections in the UK?",0
5036,232,4472,"Why hasn't the Senate's ""Nuclear Option"" been invoked?",Is the monarch of the Commonwealth Realms a citizen of any or all of them?,0
5037,1080,48223,"If a bill was referred to a Committee, and died there, is there a way to tell what happened?",Is Communism intrinsically Authoritarian?,0
5038,13242,25890,Why would Mexico be inclined to help pay for Trump's wall?,Why is paid lobbying considered a form of 'free speech'?,0
5039,25519,30292,What's the cause of Somalia's 30+ year civil war?,What ethical (if any) or economical arguments are offered in defense of the inheritance tax?,0
5040,10414,19814,Why isn’t Israel fighting ISIS?,"If Puerto Rico becomes the 51st U.S state, would the U.S flag be altered to include 51 stars?",0
5041,12270,3302,What happens if a top-ticket nominee becomes completely incapacitated near an election?,How can some politicians become cabinet ministers without winning elections in India?,0
5042,18911,27543,"Do any Republicans support impeachment of the president, or said what it would take for them to support it?",Can a TV Network refuse to air political Ads they do not agree with?,0
5043,10524,12904,Do US politicians issue UK-style manifestos?,U.S. president-elect impeachment trial before taking office?,0
5044,12927,35594,"Who can, in the US, challenge the registration of a voter?",What are the main reasons for why negotiating a proper Brexit deal has been so hard?,0
5045,15422,30788,Why don't the other countries of Europe maintain as massive a military as Russia does?,International acceptance of separatist movements,0
5046,23652,46364,Are there any notable white nationalists that aren't white supremacists?,What power does the UK parliament hold over a Prime Minister whom they refuse to remove from power?,0
5047,14242,42156,Are there any rules/laws that would prevent 100 surveillance of Capitol/WH for transparency purposes?,What was the Manchin-Toomey Amendment amending?,0
5048,27611,39593,Presidential Election via STV?,Is there a survey of the public opinion whether no-deal is preferable to the November deal?,0
5049,37743,8589,What happens if a government shutdown lasts long enough for the current appropriations for essential services to run out?,What steps need to happen for the alternative vote to be implemented?,0
5050,12407,29879,Does it really make a difference when more people vote?,Is anything preventing non-US citizens from illegally registering to vote in non-Voter-ID states?,0
5051,35646,47230,What is the benefit of Ukraine declaring martial law after a naval attack by Russian forces?,Does the Presidential Records Act apply to the Trump/Zelensky telephone call 25 July 2019?,0
5052,27815,41923,"Did ""socialism with a human face"" actually exist in practice?",Why did the Knesset vote to dissolve itself after Netanyahu failed to form a majority coalition?,0
5053,10211,19280,Why does Ted Cruz want to abolish the IRS?,Is Libertarianism in favor of intellectual property rights?,0
5054,16737,9059,Brexit divorce bill breakdown,Why is the United States seen as a major supplier of weapons to Saddam-era Iraq?,0
5055,16753,27282,What kind of legislative power does the British monarchy possess?,Why shouldn't BBC have to register as a foreign agent?,0
5056,11331,23028,Does substantive due process apply to the Second Amendment?,"In Muslim-minority countries, is it unusual for Muslim MPs or lawmakers to vote in favour of gay marriage or related legislation?",0
5057,24028,46209,"Could the second amendment be, well, amended?",Why did the EU threaten to retaliate over Airbus-related tariffs even after they were allowed by the WTO?,0
5058,3009,41022,"Why do people consider Israel to be an ""apartheid"" country?",How come there are so many candidates for the 2020 Democratic party presidential nomination?,0
5059,12181,21887,What is the 'alt-right'?,Do Sunnis support monarchy and Shias support republic?,0
5060,10028,3431,When and why did the American Republican Party become widely supported in the South?,Why isn't the alternative vote standard for most nations?,0
5061,10402,44159,Can I vote in the primary for one party and then vote for the other in the general?,"If the UK government doesn't ask for article 50 extension, can parliament do it instead?",0
5062,29886,41006,What exactly happens when a person registers to vote?,Was Bernie Sanders' recent town hall on fox news in any way unusual?,0
5063,11507,48223,Was it illegal for Spain to declare the Catalan independence referendum illegal?,Is Communism intrinsically Authoritarian?,0
5064,13636,40233,Are votes in electronic voting machines always manually counted?,Why do UK MPs give way?,0
5065,15990,42193,Is there a legal way that can be used to force the President of United States undergo a mental health examination?,"In the US, can a former president run again?",0
5066,32915,42609,Why didn't Canada leave the UN conventions on illicit drugs before legalizing marijuana?,What has caused the decline of parties in the center?,0
5067,15579,17994,What is the fundamental problem with US-Iran relations nowadays?,What is the difference between Marxism and Leninism?,0
5068,18511,36032,What are the conditions of Iran's nuclear agreement?,What is the relationship between age and political ideology?,0
5069,26903,45971,Is there a democratic country that bans pre-election polls for a relatively long period before the actual elections?,Is the Trump-Zelensky phone call expected to erode support for Trump among his (hardcore) supporters?,0
5070,10159,13406,In the US how much power does the President have over the budget?,Is #calexit possible?,0
5071,38102,4729,Why would the UK government be reluctant to rule out a no-deal Brexit?,What would happen if the same person were elected both President and Vice President?,0
5072,10189,42008,What is the European Union's policy on migration?,How does Turkey's purchase of the S-400 anti-air system jeopardize the F-35?,0
5073,14906,47704,"Is there an officially stated reason why Trump's ban includes Iran and Iraq, but not Saudi Arabia, Afghanistan, or Pakistan?",How can the Trump Impeachment hearings be so split on party lines?,0
5074,10288,11125,"Why did Arab spring and Iranian green revolution fail, but the European revolutions didn't?",Chinese contingency plans due to N. Korea collapsing,0
5075,1126,40245,Is it true that the US president can execute anyone without a trial?,UK: Is there precedent for the government's e-petition site changing the direction of a government decision?,0
5076,40188,613,Are the SNP frontbenchers in the UK Parliament?,Gun prevalence vs homicide rates - correlation and causation,0
5077,14718,19805,"What is 'post truth', and why do I hear it all the time?",How long is the U.S. tax code and why can't we shorten it?,0
5078,1237,13101,What governmental power does the Monarch hold in Great Britain in practice?,Is election-driven suicide common?,0
5079,10034,40634,"If I register for a party and vote in its primaries, am I obligated to vote for the same party in the general elections?",What legal actions/procedures I can take as an indivdual to implement sugar law,0
5080,35262,7,Does Trump's hush-money problem make him vulnerable to impeachment and removal?,"What is meant by the ""left"" and the ""right""?",0
5081,11748,9159,Is it allowed for president of the USA (or Minister or some other higher level government member) to participate in election campaign?,"What does ""far-right extremist"" mean?",0
5082,40233,970,Why do UK MPs give way?,Is the Senate required to pursue a trial if presented with articles of impeachment?,0
5083,18586,33069,Why did Ukraine give up nuclear weapons through Budapest Memorandum on Security Assurances?,Are party fractionalization and ideological polarization independent (uncorrelated)?,0
5084,23550,41422,"Why does EU consider linking the ""rule of law"" to payments?","How long does it take, before the details of an EU parliament decision get published?",0
5085,28581,35804,How does the expelling of diplomats work to create pressure on the diplomats' home country?,Can the US Congress prevent a military action against Iran?,0
5086,34928,45953,Is the Republican party obligated to renominate Trump for Presidency in 2020?,Does the DOJ's declining to investigate the Trump-Zelensky call ruin the basis for impeachment?,0
5087,14500,837,"What makes ""Voter ID laws"" so controversial in the US?",Could anyone tell me why the United States has not ratified the CEDAW?,0
5088,26696,411,What is a Republic?,What are practical steps citizens can take to alter a first past the post system?,0
5089,16914,39404,What incentive could Assad have to use chemical weapons?,How to explain the importance of European Parliament elections to a regular folk living in Eastern Europe?,0
5090,23937,37261,Why are most terrorists kind of .... ineffective?,"Legally speaking in the United States, could a former president be vice president?",0
5091,46586,6,Did Trump make any concessions in his 'Phase 1' trade deal with China today?,What are the advantages/disadvantages of a mandatory voting system?,0
5092,38180,43310,Pensions of British EU Civil Service in Theresa May's brexit deal,"What would the United Kingdom's ""optimal"" Brexit deal look like?",0
5093,36002,38403,"As a dual EU citizen, which country should I vote in for european elections?","What is a ""government by techology"" called?",0
5094,12904,42170,U.S. president-elect impeachment trial before taking office?,Why are British voters more likely to back the main parties in general elections than in European Parliament elections?,0
5095,2994,42697,third US (major) political party,What are the consequences for a developed nation to not accept any refugees?,0
5096,10414,29879,Why isn’t Israel fighting ISIS?,Is anything preventing non-US citizens from illegally registering to vote in non-Voter-ID states?,0
5097,12270,1237,What happens if a top-ticket nominee becomes completely incapacitated near an election?,What governmental power does the Monarch hold in Great Britain in practice?,0
5098,23639,7857,Private ownership of productive resources as basis for existence of social classes?,"Have any systems of direct democracy ever been proposed that are specifically designed to mitigate the problem of ""mob rule""?",0
5099,16763,32375,Why was the North Atlantic Treaty's Article 5 not triggered in the 60s and 70s?,Where can I find a scatter plot of welfare spending vs. immigrant rate?,0
5100,25010,30327,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,What did the 2012 Obama campaign election app ask of its users vs. what did it actually do?,0
5101,480,8505,Why do developed countries favor democracy?,How much is Russia actually a federation?,0
5102,33004,39619,Why is Saudi Arabia extending US$5.5 billion to Pakistan?,Could a UK political party place a Three Line Whip on all votes in Parliament?,0
5103,15622,40334,Differences and Similarities Between a Democracy and a Republic,Could a US political party gain complete control over the government by removing checks & balances?,0
5104,38195,46210,What is the next portion of the US government that will be shutdown?,What personal decision-making powers does the British monarch retain in practice?,0
5105,10440,1237,When did the US first start classifying people as Illegal Immigrants?,What governmental power does the Monarch hold in Great Britain in practice?,0
5106,10772,15044,What happens with the current delegate count?,How easy is it to implement a National Sunday Law?,0
5107,15986,7,"Being ""registered"" as Democratic/Republican/Independent vs being a party member","What is meant by the ""left"" and the ""right""?",0
5108,23617,39350,What is the cost of standing for election in the USA?,What was John Huber tasked by Jeff Sessions with reviewing?,0
5109,15511,9688,Are Senators not allowed to criticize each other on the Senate floor?,What are the ideological differences between the Soviet Union and Noam Chomsky?,0
5110,10274,9434,Does the U.S. have any remaining economic or diplomatic ties with North Korea?,Is there any term/discussion on a democracy that allows earning of extra votes?,0
5111,24149,27357,How do very small countries prevent foreign interests from buying out their political elite?,"How could Obama start DACA, but Trump can not end it?",0
5112,34966,43451,Why can't Donald Trump revoke birthright citizenship?,Why are some Senators so insistent on using unanimous resolution to pass election security bills?,0
5113,11396,29886,Why World is Silent on use of Phosphorus in Aleppo,What exactly happens when a person registers to vote?,0
5114,10787,46169,Number of councils,What parts of EU law impose that the EU cannot consider an extension/delay request not coming from the PM?,0
5115,32215,40898,"How to avoid the ""race to the bottom""?",Does the new EU-Swiss draft deal contain explicit provisions on immigration quotas?,0
5116,42427,586,Is there a legal way for US presidents to extend their terms beyond two terms of four years?,Do/did non-dictatorial Communist societies exist?,0
5117,24098,33573,Why does the pardon of Arpaio show contempt for the rule of law?,Why isn't it a woman's choice to be a prostitute?,0
5118,42691,9400,Do any countries or states require citizens to pass a knowledge-based test before voting?,Why has the shooting of Laquan McDonald become a focal point of protest and media attention?,0
5119,46209,9797,Why did the EU threaten to retaliate over Airbus-related tariffs even after they were allowed by the WTO?,How do American politicians refer to Palestine?,0
5120,11807,15519,Is it possible to dismiss all presidential candidates at various points of the electorial campaign?,How uncommon is a Three Line Whip,0
5121,13862,47648,What sort of evidence exists that higher salaries for political offices attract better candidates?,Connection Between July Phone Call and Recall of Ambassador Yovanovitch,0
5122,26861,42193,Can the UK realistically back out of Brexit?,"In the US, can a former president run again?",0
5123,24288,45989,"Why is North Korean behaviour often described as ""provocative""?",Let's say the impeachment procedure reaches the Senate. What next?,0
5124,12334,8878,Does someone who already served two terms as president get “skipped” in the presidential line of succession?,"What is the basic difference between Marxism, Socialism and Communism?",0
5125,39397,47221,"Instead of a Universal Basic Income program, why not implement a ""Universal Basic Needs"" program?",How unusual is it for a registered foreign agent to have a lead position in a Super Pac in the United States? Is it legal?,0
5126,3329,8996,Does the state has the legal obligation to enforce the law?,Could the EU accept member states that are geographically outside Europe?,0
5127,11773,39667,Does NATO membership require democracy?,"Electoral considerations aside, what are potential benefits, for the US, of policy changes proposed by the tweet recognizing Golan annexation?",0
5128,19814,30216,"If Puerto Rico becomes the 51st U.S state, would the U.S flag be altered to include 51 stars?",How can someone avoid being labeled as an extremist when criticizing often discriminated political entities?,0
5129,2351,27089,"Are there disadvantages to the Assault Weapons Ban of 2013? If so, what?",What real effect does today's UN vote to condemn the United States' recognition of Jerusalem as Israel's capital have?,0
5130,16338,19485,Basis for the Dutch authorities denying a Turkish minister access to a Turkish consulate,Why does US seem to have such a convoluted tax code?,0
5131,11274,12391,Why aren't any other EU Member states holding a referendum on Brexit?,"In two-round system, how common is that the two remaining candidates have more votes than all candidates (including both of them) on first round?",0
5132,16551,8892,What would happen if vote tallies were discovered to be changed?,Why do we call the Syrian refugees refugees?,0
5133,37823,41916,Have a large number of Congressmen announced voluntary retirement like they did after the 2016 elections?,Would taxing land be more simple than taxing income?,0
5134,40442,41251,What are the exact powers of Slovakian presidency?,Is Chinese Communism with market economy based on any Marxist theory?,0
5135,1237,8892,What governmental power does the Monarch hold in Great Britain in practice?,Why do we call the Syrian refugees refugees?,0
5136,2394,29902,What are the main differences between different types of Marxism?,Why was President Trump heavily criticized for congratulating Putin on winning the election?,0
5137,4839,8344,Why is redrawing the artificial borders not a viable solution to conflicted states?,Why is Turkey still denying the Armenian genocide?,0
5138,14937,45624,Can President Trump’s Immigration Order be reverted?,Can the government extend the current prorogation?,0
5139,47266,9677,To what extent can a government control satellite internet compared to internet from a local ISP?,Is there any recourse to remove a dissatisfactory president even if he hasn't broken the law?,0
5140,12254,384,Why does the US government not enforce federal laws against Colorado's legalization of marijuana?,What factors influence the number of political parties?,0
5141,20334,31997,Could the Queen have stopped Brexit?,Why do people call for office holders to resign? What consequences does that bring?,0
5142,16320,268,Jumping political party OK after being elected by people into a party?,What are the main advantages and disadvantages of sortition?,0
5143,12548,18208,Why would the Russian government use hackers and email leaks to try to interfere with the 2016 U.S. presidential election?,Power of Monarchs,0
5144,437,8752,Should politicians be bound to keep campaign promises?,How is it that Ted Cruz can run for the U.S. presidency seeing as he was born in Calgary?,0
5145,10772,23122,What happens with the current delegate count?,What did Ehud Olmert mean by these statements on a two state solution for Israel?,0
5146,10546,11084,Is China considered to be democratic,Why was Jörg Haider so disliked by European leaders?,0
5147,46304,48186,Whistleblowers and statutory protections,What does it mean to protect parliamentary papers if published ‘bonâ fide and without malice’?,0
5148,10397,26083,Why don't black people embrace anarcho-capitalism when it would encourage groups like the Black Panthers?,Why does Turkish president Erdoğan feel so threatened by exiled cleric Feytullah Gülen?,0
5149,15986,8831,"Being ""registered"" as Democratic/Republican/Independent vs being a party member",How does DW-Nominate determine whether a specific member of congress or vote is liberal or conservative?,0
5150,18508,31681,Why don't Western countries penalize Chinese companies in the same way that China restricts Western companies working on its territory?,Can a Western democracy prevent private groups from using the country’s name/purporting to represent that country e.g. at the World Cup?,0
5151,16770,39963,"Is separation of powers broken, if a government changes a law with irreversible effects?","Why is the US ranked as #45 in Press Freedom ratings, despite its extremely permissive free speech laws?",0
5152,14138,80,How people in US and UK think about selling weapons to Saudi-Arabia?,What criteria does a US Presidential candidate need to meet in order to appear on the ballot?,0
5153,10055,6340,Is the Republican Party forced to support whoever wins the presidential primary?,What is the difference between the President of Germany and Chancellor of Germany?,0
5154,34494,4568,Why would a Western country sanction Saudi Arabia over Khashoggi's possible killing?,What prevents Israel from expanding into other countries?,0
5155,11967,30848,"What, if anything, would prevent the US Republican party from splitting?",Why did the USA want to pull out of the nuclear deal with Iran?,0
5156,24535,7899,What are plausible possible outcomes after the Catalan referendum?,Why don't signatories of Budapest Memorandum on Security Assurances (except Russia) protect Ukraine with force?,0
5157,2461,44283,Was Nelson Mandela a Terrorist?,Why's the B.C.-Washington border mostly unfenced and so poorly monitored?,0
5158,34561,688,Are there political reasons why Turkey would want to catch Saudi Arabian agents committing a crime?,Which US states give proportional Presidential electoral college votes to candidates?,0
5159,47012,9741,What are the rules/laws for Congresspersons who want to listen to closed-door proceedings of committees they are not a part of?,"Why is the polish PiS considered dangerous, but not the UK conservatives?",0
5160,353,37344,What is the difference between liberalism and libertarianism?,Border Wall GoFundMe - Is It Possible to Donate Money to the Government for a Specific Purpose?,0
5161,10301,28391,How often do local elections take place in England?,Resolving military conflicts between NATO member states,0
5162,27092,40520,What can UK citizens do to replace first past the post with a proportional representation voting system?,Reasons behind selective filtering of immigrants by India,0
5163,11709,12032,Is President Erdogan of Turkey staging a coup attempt?,Can US voters prevent major presidential candidates from winning by voting for a non-existing write-in candidate?,0
5164,19155,46172,Where can I find a chart of education level by political party?,The Supreme Court and Ethics,0
5165,15557,38195,Why do we collect taxes on income from labor?,What is the next portion of the US government that will be shutdown?,0
5166,2849,465,Was the change in government in Ukraine legal?,What arguments can be given in favour of financial barriers for participation in elections or electoral debates?,0
5167,26083,27842,Why does Turkish president Erdoğan feel so threatened by exiled cleric Feytullah Gülen?,Which nation is a direct democracy ? (At the national scale),0
5168,1671,8892,What are the benefits/drawbacks of a weighted vote based upon federal taxes paid?,Why do we call the Syrian refugees refugees?,0
5169,1585,30848,How is an employed person defined for OECD countries?,Why did the USA want to pull out of the nuclear deal with Iran?,0
5170,13790,19177,Can one person run for US President as a candidate for two different parties?,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",0
5171,13220,48223,How can Trump be President-Elect before the Electoral College vote?,Is Communism intrinsically Authoritarian?,0
5172,2325,32620,What significant changes cause a grandfathered health plan to lose its status?,Why do we still need elected representatives?,0
5173,45533,46322,Why does Russia bother to justify the Molotov-Ribbentrop pact?,What does the British parliament hope to achieve by requesting a third Brexit extension?,0
5174,16509,42260,What repercussions would there be if the Trump Campaign was found to have links with Russia?,Has there been any indication at all that further negotiation between the UK and EU is possible?,0
5175,10288,26636,"Why did Arab spring and Iranian green revolution fail, but the European revolutions didn't?","Are there any laws that prohibit legislators from voting upon unread bills, or is it a dereliction of duty?",0
